"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Nov 01 02:09:18 UTC 2024","Fri Nov 01 02:09:18 UTC 2024","0","tests.agent_trajectory","market_analysis","","","","test_query_nft_ranking[2-3]",""
"broken","Fri Nov 01 02:09:18 UTC 2024","Fri Nov 01 02:09:18 UTC 2024","0","tests.agent_trajectory","market_analysis","","","","test_query_coin_market[3-3]",""
"broken","Fri Nov 01 02:09:18 UTC 2024","Fri Nov 01 02:09:18 UTC 2024","0","tests.agent_trajectory","research_analyst","","","","test_query_project[3-3]",""
"broken","Fri Nov 01 02:07:49 UTC 2024","Fri Nov 01 02:07:49 UTC 2024","0","tests","supervisor_chain","","","","test_next_role[Can you check my ETH balance and show me how to swap some for USDC?-asset_management_agent-2-3]",""
"broken","Fri Nov 01 02:07:49 UTC 2024","Fri Nov 01 02:07:49 UTC 2024","0","tests","supervisor_chain","","","","test_next_role[swap 1 eth to usdt on ethereum.-asset_management_agent-1-3]",""
"broken","Fri Nov 01 02:09:18 UTC 2024","Fri Nov 01 02:09:18 UTC 2024","0","tests.agent_trajectory","asset_management","","","","test_swap_eth_to_usdt[1-3]",""
"broken","Fri Nov 01 02:09:18 UTC 2024","Fri Nov 01 02:09:18 UTC 2024","0","tests.agent_trajectory","block_explore","","","","test_query_block_height[2-3]",""
"broken","Fri Nov 01 02:09:18 UTC 2024","Fri Nov 01 02:09:18 UTC 2024","0","tests.agent_trajectory","feed_explore","","","","test_query_limited_news[1-3]",""
"broken","Fri Nov 01 02:07:50 UTC 2024","Fri Nov 01 02:07:50 UTC 2024","0","tests","supervisor_chain","","","","test_next_role[What are the most recent activities of vitalik.eth from the Uniswap on Ethereum?-feed_explorer_agent-3-3]",""
"broken","Fri Nov 01 02:07:50 UTC 2024","Fri Nov 01 02:07:50 UTC 2024","0","tests","supervisor_chain","","","","test_next_role[Show me the latest social interactions for vitalik.eth on Farcaster.-feed_explorer_agent-1-3]",""
"broken","Fri Nov 01 02:07:49 UTC 2024","Fri Nov 01 02:07:49 UTC 2024","0","tests","supervisor_chain","","","","test_next_role[Can you provide a detailed analysis of the Uniswap project, including its recent developments and market position?-research_analyst_agent-2-3]",""
"broken","Fri Nov 01 02:07:49 UTC 2024","Fri Nov 01 02:07:49 UTC 2024","0","tests","supervisor_chain","","","","test_next_role[What's the weather like today in New York?-fallback_agent-3-3]",""
"broken","Fri Nov 01 02:09:18 UTC 2024","Fri Nov 01 02:09:18 UTC 2024","0","tests.agent_trajectory","feed_explore","","","","test_query_telegram_news[2-3]",""
"broken","Fri Nov 01 02:09:18 UTC 2024","Fri Nov 01 02:09:18 UTC 2024","0","tests.agent_trajectory","market_analysis","","","","test_query_btc_price[3-3]",""
"broken","Fri Nov 01 02:09:18 UTC 2024","Fri Nov 01 02:09:18 UTC 2024","0","tests.agent_trajectory","feed_explore","","","","test_query_specific_activity_type[2-3]",""
"broken","Fri Nov 01 02:09:18 UTC 2024","Fri Nov 01 02:09:18 UTC 2024","0","tests.agent_trajectory","asset_management","","","","test_swap_eth_to_usdt[2-3]",""
"broken","Fri Nov 01 02:09:18 UTC 2024","Fri Nov 01 02:09:18 UTC 2024","0","tests.agent_trajectory","research_analyst","","","","test_query_project[2-3]",""
"broken","Fri Nov 01 02:07:49 UTC 2024","Fri Nov 01 02:07:49 UTC 2024","0","tests","supervisor_chain","","","","test_next_role[What's the latest block height on the Ethereum network, and what are the current gas fees?-block_explorer_agent-1-3]",""
"broken","Fri Nov 01 02:09:18 UTC 2024","Fri Nov 01 02:09:18 UTC 2024","0","tests.agent_trajectory","block_explore","","","","test_query_block_height[1-3]",""
"broken","Fri Nov 01 02:09:18 UTC 2024","Fri Nov 01 02:09:18 UTC 2024","0","tests.agent_trajectory","market_analysis","","","","test_query_btc_price[2-3]",""
"broken","Fri Nov 01 02:09:18 UTC 2024","Fri Nov 01 02:09:18 UTC 2024","0","tests.agent_trajectory","feed_explore","","","","test_query_specific_activity_type[1-3]",""
"broken","Fri Nov 01 02:07:50 UTC 2024","Fri Nov 01 02:07:50 UTC 2024","0","tests","supervisor_chain","","","","test_next_role[Can you check my ETH balance and show me how to swap some for USDC?-asset_management_agent-1-3]",""
"broken","Fri Nov 01 02:07:50 UTC 2024","Fri Nov 01 02:07:50 UTC 2024","0","tests","supervisor_chain","","","","test_next_role[Can you provide a detailed analysis of the Uniswap project, including its recent developments and market position?-research_analyst_agent-3-3]",""
"broken","Fri Nov 01 02:07:49 UTC 2024","Fri Nov 01 02:07:49 UTC 2024","0","tests","supervisor_chain","","","","test_next_role[What's the current price of Ethereum and its market trend?-market_analysis_agent-1-3]",""
"broken","Fri Nov 01 02:09:18 UTC 2024","Fri Nov 01 02:09:18 UTC 2024","0","tests.agent_trajectory","asset_management","","","","test_query_user_nft_holdings[3-3]",""
"broken","Fri Nov 01 02:07:49 UTC 2024","Fri Nov 01 02:07:49 UTC 2024","0","tests","supervisor_chain","","","","test_next_role[What's the weather like today in New York?-fallback_agent-1-3]",""
"broken","Fri Nov 01 02:09:18 UTC 2024","Fri Nov 01 02:09:18 UTC 2024","0","tests.agent_trajectory","feed_explore","","","","test_query_telegram_news[1-3]",""
"broken","Fri Nov 01 02:09:18 UTC 2024","Fri Nov 01 02:09:18 UTC 2024","0","tests.agent_trajectory","market_analysis","","","","test_query_coin_market[2-3]",""
"broken","Fri Nov 01 02:07:50 UTC 2024","Fri Nov 01 02:07:50 UTC 2024","0","tests","supervisor_chain","","","","test_next_role[What are the recent DeFi activities for the address 0x742d35Cc6634C0532925a3b844Bc454e4438f44e?-feed_explorer_agent-1-3]",""
"broken","Fri Nov 01 02:09:18 UTC 2024","Fri Nov 01 02:09:18 UTC 2024","0","tests.agent_trajectory","market_analysis","","","","test_query_eth_price[1-3]",""
"broken","Fri Nov 01 02:09:18 UTC 2024","Fri Nov 01 02:09:18 UTC 2024","0","tests.agent_trajectory","asset_management","","","","test_query_user_token_balance[2-3]",""
"broken","Fri Nov 01 02:07:49 UTC 2024","Fri Nov 01 02:07:49 UTC 2024","0","tests","supervisor_chain","","","","test_next_role[What's the current price of Ethereum and its market trend?-market_analysis_agent-3-3]",""
"broken","Fri Nov 01 02:07:49 UTC 2024","Fri Nov 01 02:07:49 UTC 2024","0","tests","supervisor_chain","","","","test_next_role[What's the latest block height on the Ethereum network, and what are the current gas fees?-block_explorer_agent-3-3]",""
"broken","Fri Nov 01 02:07:50 UTC 2024","Fri Nov 01 02:07:50 UTC 2024","0","tests","supervisor_chain","","","","test_next_role[What's the latest block height on the Ethereum network, and what are the current gas fees?-block_explorer_agent-2-3]",""
"broken","Fri Nov 01 02:07:50 UTC 2024","Fri Nov 01 02:07:50 UTC 2024","0","tests","supervisor_chain","","","","test_next_role[Can you check my ETH balance and show me how to swap some for USDC?-asset_management_agent-3-3]",""
"broken","Fri Nov 01 02:07:50 UTC 2024","Fri Nov 01 02:07:50 UTC 2024","0","tests","supervisor_chain","","","","test_next_role[Can you help me transfer 0.5 ETH to 0x742d35Cc6634C0532925a3b844Bc454e4438f44e on the Ethereum network?-asset_management_agent-3-3]",""
"broken","Fri Nov 01 02:09:18 UTC 2024","Fri Nov 01 02:09:18 UTC 2024","0","tests.agent_trajectory","asset_management","","","","test_query_user_nft_holdings[1-3]",""
"broken","Fri Nov 01 02:09:18 UTC 2024","Fri Nov 01 02:09:18 UTC 2024","0","tests.agent_trajectory","asset_management","","","","test_query_user_token_balance[3-3]",""
"broken","Fri Nov 01 02:09:18 UTC 2024","Fri Nov 01 02:09:18 UTC 2024","0","tests.agent_trajectory","feed_explore","","","","test_query_limited_news[3-3]",""
"broken","Fri Nov 01 02:07:50 UTC 2024","Fri Nov 01 02:07:50 UTC 2024","0","tests","supervisor_chain","","","","test_next_role[Show me the latest social interactions for vitalik.eth on Farcaster.-feed_explorer_agent-2-3]",""
"broken","Fri Nov 01 02:07:50 UTC 2024","Fri Nov 01 02:07:50 UTC 2024","0","tests","supervisor_chain","","","","test_next_role[swap 1 eth to usdt on ethereum.-asset_management_agent-2-3]",""
"broken","Fri Nov 01 02:07:50 UTC 2024","Fri Nov 01 02:07:50 UTC 2024","0","tests","supervisor_chain","","","","test_next_role[What's the current price of Ethereum and its market trend?-market_analysis_agent-2-3]",""
"broken","Fri Nov 01 02:09:18 UTC 2024","Fri Nov 01 02:09:18 UTC 2024","0","tests.agent_trajectory","research_analyst","","","","test_query_project[1-3]",""
"broken","Fri Nov 01 02:09:18 UTC 2024","Fri Nov 01 02:09:18 UTC 2024","0","tests.agent_trajectory","asset_management","","","","test_transfer_eth[2-3]",""
"broken","Fri Nov 01 02:09:18 UTC 2024","Fri Nov 01 02:09:18 UTC 2024","0","tests.agent_trajectory","asset_management","","","","test_transfer_eth[1-3]",""
"broken","Fri Nov 01 02:09:18 UTC 2024","Fri Nov 01 02:09:18 UTC 2024","0","tests.agent_trajectory","asset_management","","","","test_query_user_token_balance[1-3]",""
"broken","Fri Nov 01 02:09:18 UTC 2024","Fri Nov 01 02:09:18 UTC 2024","0","tests.agent_trajectory","market_analysis","","","","test_query_eth_price[2-3]",""
"broken","Fri Nov 01 02:09:18 UTC 2024","Fri Nov 01 02:09:18 UTC 2024","0","tests.agent_trajectory","asset_management","","","","test_swap_eth_to_usdt[3-3]",""
"broken","Fri Nov 01 02:07:50 UTC 2024","Fri Nov 01 02:07:50 UTC 2024","0","tests","supervisor_chain","","","","test_next_role[What's the weather like today in New York?-fallback_agent-2-3]",""
"broken","Fri Nov 01 02:09:18 UTC 2024","Fri Nov 01 02:09:18 UTC 2024","0","tests.agent_trajectory","feed_explore","","","","test_query_social_activities[2-3]",""
"broken","Fri Nov 01 02:07:50 UTC 2024","Fri Nov 01 02:07:50 UTC 2024","0","tests","supervisor_chain","","","","test_next_role[Can you provide a detailed analysis of the Uniswap project, including its recent developments and market position?-research_analyst_agent-1-3]",""
"broken","Fri Nov 01 02:09:18 UTC 2024","Fri Nov 01 02:09:18 UTC 2024","0","tests.agent_trajectory","feed_explore","","","","test_query_specific_activity_type[3-3]",""
"broken","Fri Nov 01 02:09:18 UTC 2024","Fri Nov 01 02:09:18 UTC 2024","0","tests.agent_trajectory","market_analysis","","","","test_query_btc_price[1-3]",""
"broken","Fri Nov 01 02:09:18 UTC 2024","Fri Nov 01 02:09:18 UTC 2024","0","tests.agent_trajectory","asset_management","","","","test_transfer_eth[3-3]",""
"broken","Fri Nov 01 02:09:18 UTC 2024","Fri Nov 01 02:09:18 UTC 2024","0","tests.agent_trajectory","feed_explore","","","","test_query_social_activities[1-3]",""
"broken","Fri Nov 01 02:07:50 UTC 2024","Fri Nov 01 02:07:50 UTC 2024","0","tests","supervisor_chain","","","","test_next_role[What are the recent DeFi activities for the address 0x742d35Cc6634C0532925a3b844Bc454e4438f44e?-feed_explorer_agent-3-3]",""
"broken","Fri Nov 01 02:09:18 UTC 2024","Fri Nov 01 02:09:18 UTC 2024","0","tests.agent_trajectory","asset_management","","","","test_query_user_nft_holdings[2-3]",""
"broken","Fri Nov 01 02:07:50 UTC 2024","Fri Nov 01 02:07:50 UTC 2024","0","tests","supervisor_chain","","","","test_next_role[Show me the latest social interactions for vitalik.eth on Farcaster.-feed_explorer_agent-3-3]",""
