"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:47:19 UTC 2024","113921","tests.agent_trajectory","asset_management","","","","test_query_user_token_balance[2-3]",""
"passed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:46:38 UTC 2024","72770","tests.agent_trajectory","feed_explore","","","","test_query_social_activities[2-3]",""
"passed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:47:12 UTC 2024","106644","tests.agent_trajectory","asset_management","","","","test_query_user_nft_holdings[2-3]",""
"passed","Fri Nov 01 02:43:43 UTC 2024","Fri Nov 01 02:43:45 UTC 2024","2216","tests","supervisor_chain","","","","test_next_role[What are the most recent activities of vitalik.eth from the Uniswap on Ethereum?-feed_explorer_agent-1-3]",""
"passed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:47:03 UTC 2024","97735","tests.agent_trajectory","market_analysis","","","","test_query_btc_price[3-3]",""
"passed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:47:18 UTC 2024","112324","tests.agent_trajectory","market_analysis","","","","test_query_btc_price[2-3]",""
"broken","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:45:37 UTC 2024","12443","tests.agent_trajectory","market_analysis","","","","test_query_nft_ranking[3-3]",""
"passed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:46:01 UTC 2024","36290","tests.agent_trajectory","block_explore","","","","test_query_block_height[2-3]",""
"passed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:46:16 UTC 2024","51060","tests.agent_trajectory","block_explore","","","","test_query_block_height[1-3]",""
"passed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:46:28 UTC 2024","62615","tests.agent_trajectory","feed_explore","","","","test_query_limited_news[2-3]",""
"passed","Fri Nov 01 02:43:33 UTC 2024","Fri Nov 01 02:43:42 UTC 2024","9145","tests","supervisor_chain","","","","test_next_role[What's the latest block height on the Ethereum network, and what are the current gas fees?-block_explorer_agent-3-3]",""
"passed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:46:46 UTC 2024","81507","tests.agent_trajectory","asset_management","","","","test_swap_eth_to_usdt[1-3]",""
"passed","Fri Nov 01 02:43:40 UTC 2024","Fri Nov 01 02:43:42 UTC 2024","2301","tests","supervisor_chain","","","","test_next_role[swap 1 eth to usdt on ethereum.-asset_management_agent-2-3]",""
"passed","Fri Nov 01 02:43:40 UTC 2024","Fri Nov 01 02:43:42 UTC 2024","2279","tests","supervisor_chain","","","","test_next_role[Can you help me transfer 0.5 ETH to 0x742d35Cc6634C0532925a3b844Bc454e4438f44e on the Ethereum network?-asset_management_agent-3-3]",""
"passed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:47:31 UTC 2024","125273","tests.agent_trajectory","market_analysis","","","","test_query_coin_market[1-3]",""
"passed","Fri Nov 01 02:43:42 UTC 2024","Fri Nov 01 02:43:44 UTC 2024","2093","tests","supervisor_chain","","","","test_next_role[Can you check my ETH balance and show me how to swap some for USDC?-asset_management_agent-3-3]",""
"passed","Fri Nov 01 02:43:42 UTC 2024","Fri Nov 01 02:43:45 UTC 2024","2250","tests","supervisor_chain","","","","test_next_role[Show me the latest social interactions for vitalik.eth on Farcaster.-feed_explorer_agent-3-3]",""
"passed","Fri Nov 01 02:43:42 UTC 2024","Fri Nov 01 02:43:45 UTC 2024","2956","tests","supervisor_chain","","","","test_next_role[Show me the latest social interactions for vitalik.eth on Farcaster.-feed_explorer_agent-2-3]",""
"passed","Fri Nov 01 02:43:33 UTC 2024","Fri Nov 01 02:43:42 UTC 2024","9112","tests","supervisor_chain","","","","test_next_role[Can you check my ETH balance and show me how to swap some for USDC?-asset_management_agent-2-3]",""
"passed","Fri Nov 01 02:43:32 UTC 2024","Fri Nov 01 02:43:41 UTC 2024","8444","tests","supervisor_chain","","","","test_next_role[What's the weather like today in New York?-fallback_agent-3-3]",""
"passed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:47:31 UTC 2024","125418","tests.agent_trajectory","market_analysis","","","","test_query_funding_rate[1-3]",""
"passed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:47:22 UTC 2024","116447","tests.agent_trajectory","market_analysis","","","","test_query_eth_price[2-3]",""
"passed","Fri Nov 01 02:43:32 UTC 2024","Fri Nov 01 02:43:41 UTC 2024","8454","tests","supervisor_chain","","","","test_next_role[What's the current price of Ethereum and its market trend?-market_analysis_agent-1-3]",""
"passed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:47:10 UTC 2024","104479","tests.agent_trajectory","feed_explore","","","","test_query_specific_activity_type[1-3]",""
"passed","Fri Nov 01 02:43:41 UTC 2024","Fri Nov 01 02:43:43 UTC 2024","2316","tests","supervisor_chain","","","","test_next_role[What's the current price of Ethereum and its market trend?-market_analysis_agent-2-3]",""
"passed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:46:21 UTC 2024","55652","tests.agent_trajectory","feed_explore","","","","test_query_specific_activity_type[2-3]",""
"passed","Fri Nov 01 02:43:32 UTC 2024","Fri Nov 01 02:43:40 UTC 2024","7792","tests","supervisor_chain","","","","test_next_role[swap 1 eth to usdt on ethereum.-asset_management_agent-3-3]",""
"passed","Fri Nov 01 02:43:41 UTC 2024","Fri Nov 01 02:43:43 UTC 2024","2068","tests","supervisor_chain","","","","test_next_role[What are the recent DeFi activities for the address 0x742d35Cc6634C0532925a3b844Bc454e4438f44e?-feed_explorer_agent-1-3]",""
"failed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:45:29 UTC 2024","4272","tests.agent_trajectory","research_analyst","","","","test_query_project[1-3]",""
"passed","Fri Nov 01 02:43:41 UTC 2024","Fri Nov 01 02:43:43 UTC 2024","2276","tests","supervisor_chain","","","","test_next_role[Can you provide a detailed analysis of the Uniswap project, including its recent developments and market position?-research_analyst_agent-3-3]",""
"passed","Fri Nov 01 02:43:42 UTC 2024","Fri Nov 01 02:43:44 UTC 2024","2227","tests","supervisor_chain","","","","test_next_role[Can you provide a detailed analysis of the Uniswap project, including its recent developments and market position?-research_analyst_agent-1-3]",""
"passed","Fri Nov 01 02:43:40 UTC 2024","Fri Nov 01 02:43:42 UTC 2024","2143","tests","supervisor_chain","","","","test_next_role[Can you help me transfer 0.5 ETH to 0x742d35Cc6634C0532925a3b844Bc454e4438f44e on the Ethereum network?-asset_management_agent-1-3]",""
"passed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:47:14 UTC 2024","109359","tests.agent_trajectory","market_analysis","","","","test_query_nft_ranking[1-3]",""
"passed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:47:12 UTC 2024","107230","tests.agent_trajectory","asset_management","","","","test_transfer_eth[1-3]",""
"failed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:46:56 UTC 2024","91183","tests.agent_trajectory","market_analysis","","","","test_query_funding_rate[2-3]",""
"failed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:45:35 UTC 2024","10021","tests.agent_trajectory","feed_explore","","","","test_query_limited_news[1-3]",""
"passed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:46:41 UTC 2024","75617","tests.agent_trajectory","asset_management","","","","test_query_user_token_balance[3-3]",""
"passed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:47:27 UTC 2024","121558","tests.agent_trajectory","feed_explore","","","","test_query_telegram_news[1-3]",""
"passed","Fri Nov 01 02:43:42 UTC 2024","Fri Nov 01 02:43:43 UTC 2024","1554","tests","supervisor_chain","","","","test_next_role[What's the latest block height on the Ethereum network, and what are the current gas fees?-block_explorer_agent-2-3]",""
"passed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:46:55 UTC 2024","89802","tests.agent_trajectory","feed_explore","","","","test_query_social_activities[1-3]",""
"failed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:45:45 UTC 2024","19491","tests.agent_trajectory","research_analyst","","","","test_query_project[3-3]",""
"passed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:46:04 UTC 2024","39108","tests.agent_trajectory","market_analysis","","","","test_query_coin_market[3-3]",""
"passed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:47:26 UTC 2024","121086","tests.agent_trajectory","asset_management","","","","test_transfer_eth[2-3]",""
"passed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:47:30 UTC 2024","125041","tests.agent_trajectory","asset_management","","","","test_swap_eth_to_usdt[2-3]",""
"failed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:45:51 UTC 2024","25907","tests.agent_trajectory","feed_explore","","","","test_query_limited_news[3-3]",""
"passed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:47:24 UTC 2024","118743","tests.agent_trajectory","market_analysis","","","","test_query_eth_price[3-3]",""
"passed","Fri Nov 01 02:43:41 UTC 2024","Fri Nov 01 02:43:42 UTC 2024","1575","tests","supervisor_chain","","","","test_next_role[What's the weather like today in New York?-fallback_agent-2-3]",""
"passed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:47:24 UTC 2024","118745","tests.agent_trajectory","feed_explore","","","","test_query_telegram_news[3-3]",""
"passed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:47:16 UTC 2024","111188","tests.agent_trajectory","asset_management","","","","test_query_user_nft_holdings[1-3]",""
"passed","Fri Nov 01 02:43:32 UTC 2024","Fri Nov 01 02:43:41 UTC 2024","8387","tests","supervisor_chain","","","","test_next_role[What's the weather like today in New York?-fallback_agent-1-3]",""
"passed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:47:15 UTC 2024","109961","tests.agent_trajectory","asset_management","","","","test_query_user_token_balance[1-3]",""
"broken","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:45:59 UTC 2024","33667","tests.agent_trajectory","asset_management","","","","test_swap_eth_to_usdt[3-3]",""
"passed","Fri Nov 01 02:43:32 UTC 2024","Fri Nov 01 02:43:40 UTC 2024","7759","tests","supervisor_chain","","","","test_next_role[Can you help me transfer 0.5 ETH to 0x742d35Cc6634C0532925a3b844Bc454e4438f44e on the Ethereum network?-asset_management_agent-2-3]",""
"failed","Fri Nov 01 02:43:42 UTC 2024","Fri Nov 01 02:43:45 UTC 2024","2569","tests","supervisor_chain","","","","test_next_role[What are the recent DeFi activities for the address 0x742d35Cc6634C0532925a3b844Bc454e4438f44e?-feed_explorer_agent-3-3]",""
"passed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:46:05 UTC 2024","39549","tests.agent_trajectory","market_analysis","","","","test_query_eth_price[1-3]",""
"passed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:47:07 UTC 2024","102247","tests.agent_trajectory","asset_management","","","","test_transfer_eth[3-3]",""
"passed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:47:31 UTC 2024","126255","tests.agent_trajectory","asset_management","","","","test_query_user_nft_holdings[3-3]",""
"passed","Fri Nov 01 02:43:32 UTC 2024","Fri Nov 01 02:43:40 UTC 2024","7795","tests","supervisor_chain","","","","test_next_role[What's the current price of Ethereum and its market trend?-market_analysis_agent-3-3]",""
"failed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:45:30 UTC 2024","5179","tests.agent_trajectory","research_analyst","","","","test_query_project[2-3]",""
"passed","Fri Nov 01 02:43:42 UTC 2024","Fri Nov 01 02:43:44 UTC 2024","2194","tests","supervisor_chain","","","","test_next_role[What are the recent DeFi activities for the address 0x742d35Cc6634C0532925a3b844Bc454e4438f44e?-feed_explorer_agent-2-3]",""
"passed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:46:36 UTC 2024","71162","tests.agent_trajectory","market_analysis","","","","test_query_btc_price[1-3]",""
"passed","Fri Nov 01 02:45:25 UTC 2024","Fri Nov 01 02:46:45 UTC 2024","80091","tests.agent_trajectory","block_explore","","","","test_query_block_height[3-3]",""
